x,y,pro,aspect,distance,depression,converge,baselevel,fallrain,hillshade,LS,ndvi,plan,profile,slope,temp,wetness,valley,boxcox,id
513161.9691,4306378.531,7.89,4.889097691,0,0,-66.99956512,1032,578.5323486,0.673343539,36.53017044,0.148632854,-0.000380658,-0.000298957,0.141267329,22.31275,11.73261356,718.2803955,4.927519714,29
512922.1722,4299235.058,10.14,0.832981288,105.6538086,0,-1.834255695,1087.346191,612.6048584,0.79165554,1.776594281,0.142356917,-0.0000844,-0.000291147,0.074193902,21.73223602,6.907905579,588.3438721,6.219892919,30
513591.0406,4293799.853,9.46,1.856847763,161.5268555,0,7.424090862,1146.473145,619.8071899,0.86378783,2.301494122,0.051873136,0.000284702,-0.0000398,0.088369474,20.06433962,6.812445164,499.0028076,5.837749118,31
502398.4228,4259682.625,4.96,1.848938823,-1.997741699,6.005432129,-2.378502131,932.0031738,705.201355,0.849491298,20.97974205,0.147930413,-0.0000536,-0.000205639,0.07266964,23.29915033,13.16823006,976.3480225,3.090680543,32
502188.0225,4263654.992,5.63,5.618410587,50.12329102,0,-13.4593668,941.876709,683.2056885,0.556764543,8.943879128,0.133760899,-0.000214922,0.0001231,0.230862364,22.40696203,6.134025574,899.0897217,3.530598913,33
502743.5142,4270690.19,8.53,0.741915464,-0.996887207,5.007629395,-26.19438171,968.0045166,675.1179199,0.791387737,115.8161163,0.153490633,-0.000205064,-0.000643929,0.161368057,22.71641026,14.05313396,899.6834717,5.303634142,34
502699.9798,4270650.228,7.02,0.517234147,23.70770264,0,-0.439084619,967.2922974,675.1179199,0.752392113,14.7007103,0.157396778,0.00000983,-0.000575158,0.321997821,22.45645161,5.972272396,875.4061279,4.403578952,35
491184.9421,4197476.219,8.98,5.387089252,3.522155762,0,-32.67666626,970.4778442,669.9576416,0.62784338,7.019714355,0.1532875,-0.00052692,-0.0000751,0.15872027,22.7327972,7.11507082,1067.355469,5.563820259,36
491176.1606,4197482.886,6.08,5.387089252,3.522155762,0,-32.67666626,970.4778442,669.9576416,0.62784338,7.019714355,0.1532875,-0.00052692,-0.0000751,0.15872027,22.7327972,7.11507082,1067.355469,3.818621389,37
488275.7066,4191205.62,4.73,0.807133853,13.75592041,0,4.902803898,918.2440796,660.99646,0.839735806,24.55721855,0.165008888,0.00022403,0.000149456,0.314544797,22.1571831,7.353647232,1102.334229,2.936266527,38
488222.9563,4191221.228,3.26,1.542232633,53.22283936,0,9.298054695,919.7771606,660.99646,1.039176702,21.14482498,0.124528304,0.000278495,0.000466372,0.336802065,22.1571831,6.691878319,1060.961182,1.898252693,39
487090.5705,4192635.325,5.63,1.700498819,104.0246582,0,0.898537517,949.9753418,660.99646,0.973774254,9.147978783,0.177432343,-0.0000229,0.000341198,0.227917984,22.09124138,6.24471426,975.253479,3.530598913,40
487090.5618,4192629.778,6.76,1.700498819,104.0246582,0,0.898537517,949.9753418,660.99646,0.973774254,9.147978783,0.177432343,-0.0000229,0.000341198,0.227917984,22.09124138,6.24471426,975.253479,4.243877105,41
486757.4893,4187855.029,7.66,1.570999742,2.751342773,0,-61.84590149,887.2486572,627.8114014,0.828627646,3.859806538,0.152768284,-0.000261372,-0.000585552,0.059923291,22.44352113,9.755176544,1139.734131,4.790491985,42
486766.3026,4187863.891,7.43,1.570999742,2.751342773,0,-61.84590149,887.2486572,627.8114014,0.828627646,3.859806538,0.152768284,-0.000261372,-0.000585552,0.059923291,22.44352113,9.755176544,1139.734131,4.652421138,43
477128.3525,4183630.137,7.25,2.261315823,19.07421875,0,-54.58933258,708.9257813,624.2051392,0.932873964,9.20767498,0.158326298,-0.000312225,-0.000853077,0.148059681,23.22328767,8.088179588,1270.75293,4.543611894,44
482234.5189,4183661.909,4.98,6.255414486,61.53369141,0,-43.09091568,835.4663086,623.5119629,0.66494596,22.62669754,0.18743661,-0.00073316,-0.000305592,0.178160191,22.95657143,9.551388741,1117.236572,3.104021362,45
486907.6294,4188204.279,6.6,1.892534614,0,3.00201416,-18.36981392,890.0020142,654.4852905,0.842250049,53.8481369,0.129161894,0.000182135,-0.000486231,0.063148357,22.13753425,16.12134361,1140.044312,4.144828961,46
486890.064,4188224.278,4.51,1.892534614,0,3.00201416,-18.36981392,890.0020142,654.4852905,0.842250049,53.8481369,0.129161894,0.000182135,-0.000486231,0.063148357,22.13753425,16.12134361,1140.044312,2.786781826,47
492047.9772,4199270.523,3.83,5.328587532,3.55291748,0,-4.059068203,985.4470825,667.3243408,0.64188987,7.375466824,0.174503893,-0.000063,-0.000269667,0.145965353,22.51231884,7.593903542,1054.123047,2.312472774,48
492030.4069,4199273.868,5.89,5.776329041,-0.000488281,3.005432129,-10.12576389,984.0059204,667.3243408,0.736096382,27.38030624,0.120567776,-0.0000761,-0.00039736,0.051389296,22.83283688,15.30594635,1058.715088,3.697692236,49
496198.9709,4207095.183,7.89,0.950546861,1.808898926,0,-12.16760349,1019.191101,662.6862793,0.803013623,17.42131042,0.162283614,-0.000177526,-0.000328578,0.085812002,22.11722222,11.99750423,1027.529907,4.927519714,50
497041.5105,4206590.002,4.06,0.549403667,5.319702148,1.003845215,4.754928589,1003.684143,662.6862793,0.759364784,8.090119362,0.135029078,0.0000713,-0.000383545,0.179784149,21.69430556,6.941726208,1044.255859,2.47511389,51
487384.5341,4154725.404,10.14,4.69572401,31.10614014,0,-0.203765437,839.8938599,644.2160645,0.611904621,42.83455658,0.087331109,-0.000053,-0.000357252,0.291495025,22.07833333,9.065186501,1126.680054,6.219892919,52
487384.5341,4154725.404,6.06,4.69572401,31.10614014,0,-0.203765437,839.8938599,644.2160645,0.611904621,42.83455658,0.087331109,-0.000053,-0.000357252,0.291495025,22.07833333,9.065186501,1126.680054,3.805937422,53
490093.168,4151771.748,5.71,4.877537727,0,3.001403809,-36.98431015,884.0014038,644.2160645,0.760818481,9.775553703,0.107301213,-0.000374261,-0.000529834,0.030404441,22.924,14.96131611,1114.123779,3.582215863,54
491801.3366,4145365.179,5.83,1.539556503,110.12323,0,-14.8692112,845.87677,661.3647461,0.899895608,5.48521471,0.162472561,-0.000209278,0.000199079,0.158731416,22.86944828,6.498107433,1031.487305,3.659300454,55
484604.993,4142165.814,9.46,3.172832489,10.01947021,0,-5.485527992,758.9805298,657.3161011,0.899895608,20.52707481,0.159279808,-0.000155864,-0.0000665,0.158731416,23.25219178,9.797328949,1197.710449,5.837749118,56
475760.8772,4134278.89,7.89,1.361202002,12.94030762,0,-3.559553862,737.0596924,650.1583252,0.930294394,9.582322121,0.129657865,-0.0000431,-0.000650814,0.235784143,22.36452055,6.217211246,1186.659424,4.927519714,57
471512.6343,4140274.285,5.41,3.943938255,33.79681396,0,-0.311186522,659.203186,639.7368164,0.802862465,13.00402737,0.119001999,-0.0000188,-0.0000384,0.205676302,22.68387755,7.558475971,1248.456421,3.38768537,58
471530.4095,4140296.413,7.89,3.943938255,33.79681396,0,-0.311186522,659.203186,639.7368164,0.802862465,13.00402737,0.119001999,-0.0000188,-0.0000384,0.205676302,22.68387755,7.558475971,1248.456421,4.927519714,59
485249.772,4090926,12.06,1.396124125,137.881958,0,4.214690685,1023.118042,645.1901855,0.837103248,2.33942008,0.144822195,0.0000502,0.000245687,0.08609999,21.93161074,6.963798046,692.0078125,7.265822421,60
485249.772,4090926,13.43,1.396124125,137.881958,0,4.214690685,1023.118042,645.1901855,0.837103248,2.33942008,0.144822195,0.0000502,0.000245687,0.08609999,21.93161074,6.963798046,692.0078125,7.986366397,61
485114.126,4099845.315,5.23,5.694994926,0,3.003417969,-3.882556915,928.003418,635.3418579,0.750092924,26.7720089,0.129367426,0.0000574,-0.000708363,0.036029756,23.11811189,16.75860977,945.5892334,3.269662002,62
485114.126,4099845.315,7.74,5.694994926,0,3.003417969,-3.882556915,928.003418,635.3418579,0.750092924,26.7720089,0.129367426,0.0000574,-0.000708363,0.036029756,23.11811189,16.75860977,945.5892334,4.838270129,63
491763.0913,4097215.965,8.88,4.097725868,4.705322266,0,11.33619404,1062.294678,621.8421631,0.773108542,62.90308762,0.154508397,0.0001937,-0.0000835,0.103670254,22.3637415,14.40446949,810.1678467,5.50629128,64
491791.5945,4099089.611,4.87,3.470145941,32.92504883,0,-18.48639297,1065.074951,621.8421631,0.904435813,11.37595749,0.152210653,-0.000404074,-0.000618375,0.228377715,22.24892617,6.781115532,783.7362061,3.030477667,65
504508.0916,4100494.584,7.96,3.568220139,21.81347656,0,-5.732880116,1393.186523,647.8131714,0.833596587,36.2422905,0.196361929,-0.000209833,-0.0000473,0.120247513,19.78020979,12.39638329,511.8310547,4.969022613,66
477088.0029,4117579.844,11.04,1.570752501,0,7.004394531,-3.945339918,731.0043945,627.1494751,0.955661952,860.5482788,0.063278139,0.00000831,0.00000598,0.226033315,22.53993007,17.6399231,1172.852661,6.715881541,67
474161.2001,4115199.827,10.14,6.283185482,107.8272705,0,-0.443779498,798.1727295,631.9727783,0.61219573,14.71565342,0.129039451,-0.00010036,-0.000260864,0.282257408,22.09028571,6.529918194,989.4104004,6.219892919,68
471214.4565,4117856.388,7.89,4.361660957,306.3199463,0,63.97545242,727.6800537,640.2663574,0.716142535,7.785822868,0.156201735,0.000379844,0.000616066,0.214917526,22.92445255,6.090087414,863.8225098,4.927519714,69
471214.4565,4117856.388,9.46,4.361660957,306.3199463,0,63.97545242,727.6800537,640.2663574,0.716142535,7.785822868,0.156201735,0.000379844,0.000616066,0.214917526,22.92445255,6.090087414,863.8225098,5.837749118,70
471136.5953,4110673.399,9.91,3.956394196,207.0570679,0,-6.927765846,873.9429321,619.7399902,0.806039214,8.397444725,0.144896105,-0.00023569,0.0000357,0.236036852,21.70286713,5.882701397,801.543457,6.09138446,71
476940.5004,4056500.503,9.33,4.518147945,56.86486816,0,6.260103226,966.1351318,628.4737549,0.656365633,32.12990952,0.149690494,0.000265415,0.000203982,0.301376969,23.094,8.205758095,724.1928711,5.763913928,72
470999.512,4054660.481,6.11,3.277120352,108.0178833,0,0.010105575,883.9821167,604.9370117,0.855847001,3.221955538,0.190507233,0.000124947,-0.000278018,0.11056526,22.99946565,6.702097416,744.4770508,3.837627605,73
471014.3981,4059064.296,6.6,4.434089184,82.07891846,0,2.310742855,1018.921082,626.3543701,0.673063278,21.46757889,0.179362386,0.000106008,0.000655198,0.349096984,23.61571429,6.578999996,649.2310791,4.144828961,74
465678.8394,4069900.846,8.65,6.283185482,0,0,-7.531260014,918,644.7191772,0.689540863,47.68379211,0.145913646,-0.0001529,-0.000161388,0.143996418,22.03875912,12.31758595,859.9003906,5.373349018,75
471003.8144,4071746.966,9.56,0.078783959,12.05419922,0,-9.814713478,1006.945801,638.5698853,0.675240934,14.06751633,0.145681664,-0.000300214,-0.000063,0.188332468,21.89744526,8.128009796,768.7662354,5.894371131,76
485257.1586,4027717.154,10.65,2.999695539,176.1210327,0,8.210443497,861.8789673,613.1622314,0.813887239,0.876516759,0.15406552,0.000291399,0.000308601,0.035340618,23.08608392,8.292784691,622.413208,6.502257387,77
460139.9189,4041672.134,11.39,0.519146085,188.1987915,0,-5.21929884,730.8012085,641.4512329,0.77556318,0.799386859,0.139438778,-0.0000729,0.000530086,0.040289477,22.39820144,7.505592346,771.3144531,6.905977437,78
460121.7966,4041625.629,10.36,3.050932884,180.7364502,0,32.86109161,731.2635498,641.4512329,0.87213248,3.831272125,0.136766121,0.000249925,0.000717427,0.110007688,22.39820144,7.156579494,777.973877,6.342126904,79
482207.2876,4040361.527,15.51,3.605211735,174.2893677,0,22.19675636,818.7106323,593.0911865,0.796500981,0.717893004,0.160186201,-0.0000131,0.000219194,0.033530358,24.68693431,8.01714325,704.621582,9.045947352,80
482207.2876,4040361.527,13.49,3.605211735,174.2893677,0,22.19675636,818.7106323,593.0911865,0.796500981,0.717893004,0.160186201,-0.0000131,0.000219194,0.033530358,24.68693431,8.01714325,704.621582,8.01748635,81
482503.2332,4027301.884,7.56,4.712388992,0,1.00201416,1.252472758,780.0020142,613.1622314,0.771363199,28.68896866,0.133758292,-0.000444723,0.000263119,0.019992454,23.1071223,19.43452072,877.3114014,4.730591676,82
483741.267,4046556.996,9.89,6.200044155,120.2003174,0,5.203469276,906.7996826,612.7791138,0.740294635,1.522021532,0.14133133,0.000131212,0.0000463,0.060135379,23.14188406,7.413722038,692.9482422,6.080174426,83
456163.3522,4025537.145,13.25,4.353618145,141.9151001,0,3.505185843,729.0848999,646.0455933,0.728326499,11.53641891,0.200301498,0.0000737,-0.00000224,0.169245392,22.60241379,8.084867477,769.1396484,7.892794974,84
457242.6588,4029750.259,10,3.985746622,46.37384033,0,-4.657228947,692.6261597,647.4272461,0.799348831,15.2740078,0.202176675,-0.000148952,-0.000153099,0.236331418,21.7570922,7.372991562,914.2567139,6.141759141,85
481877.464,4045329.443,12.98,3.419892311,162.1758423,0,-0.347353339,901.8241577,610.2563477,0.803562045,1.561692834,0.15687038,-0.0000126,0.000275858,0.036384486,23.85706767,9.613009453,649.9112549,7.751833181,86
459214.1913,4023828.426,9.18,3.476917028,313.8342896,0,3.717565298,824.1657104,646.0455933,0.969103992,13.75631237,0.18371506,0.000245565,0.000344217,0.336197108,20.30223684,5.624696732,497.4837646,5.678395784,87
472295.2544,4035021.112,8.63,3.463343143,77.25787354,0,4.090542793,722.7421265,617.6281738,0.881798148,7.717262745,0.179455042,0.000255827,-0.0000395,0.187507764,23.9272028,6.645576954,874.3908691,5.361746917,88
482298.4098,4036764.06,10.93,3.559532404,0,5.005432129,-44.22546387,742.0054321,606.9842529,0.804094911,7.703549385,0.172151476,-0.00056568,0.00000655,0.049182009,24.00927007,12.32212639,943.9086914,6.655824364,89
476149.9599,4002993.177,11.15,5.332684517,8.629516602,0,-5.178795815,949.3704834,665.3933716,0.577294469,9.94246006,0.172348246,0.000129753,-0.000213456,0.211818427,22.87984375,6.762825012,627.8624268,6.775787795,90
479260.2417,4002404.021,14.11,3.927107811,10.11828613,0,-58.77188492,1000.881714,697.3902588,0.786291361,0.841942787,0.170026377,-0.000707335,-0.00023141,0.042396024,22.09503704,7.418697834,579.6248779,8.337048207,91
481370.4721,4000841.971,13.43,6.236684322,0,0,-12.5474596,1038,697.3902588,0.641398013,290.1104431,0.169086397,-0.000299041,-0.000311176,0.211998522,22.35955882,15.1928463,554.1646729,7.986366397,92
480218.4004,4000555.007,13.43,0.090659887,92.44018555,0,31.67598343,1027.559814,655.6046753,0.751020491,1.565841198,0.149416775,0.000146166,0.000804871,0.05517076,21.86407407,7.850764751,468.0622559,7.986366397,93
470459.9397,4003811.416,11.15,2.480549574,131.6669922,0,3.993911028,1024.333008,671.6443481,0.84192872,1.239036083,0.19730407,0.000091,0.000286493,0.056947131,21.65681818,7.130898952,424.5932617,6.775787795,94
473261.0225,4005249.885,14.11,3.640939474,168.3259277,0,22.75218773,1003.674072,665.3933716,0.804810762,1.705765367,0.190195248,0.000340486,0.00028604,0.062568046,21.74863636,7.530180454,416.2962646,8.337048207,95
463199.7963,3990233.606,15.7,3.648691177,82.05401611,0,-11.70816135,740.9459839,693.6784058,0.800727069,1.168246746,0.189800829,-0.000147113,-0.00013656,0.051432751,23.75106061,7.416554928,707.0765381,9.140882091,96
463279.5462,3996363.764,9.33,2.843093634,113.6519775,0,2.097736359,917.3480225,686.807312,0.845876813,2.602049351,0.153632298,0.0000352,0.00000352,0.067902796,23.46140625,8.238292694,520.7762451,5.763913928,97
459953.9196,3991442.43,11.83,4.267969608,96.73028564,0,3.81114912,743.2697144,693.6784058,0.752929568,3.326816797,0.226815283,0.0000922,-0.000200333,0.115776941,24.69330709,6.586657047,694.2963867,7.142876762,98
479020.8198,3977482.757,9.56,3.161197901,6.925292969,0,-2.800311089,865.074707,656.9867554,0.971513927,49.4613533,0.138411567,-0.000115413,-0.000213164,0.249724999,24.80257576,10.07761574,631.4720459,5.894371131,99
479020.7775,3977465.011,10.92,3.161197901,6.925292969,0,-2.800311089,865.074707,656.9867554,0.971513927,49.4613533,0.138411567,-0.000115413,-0.000213164,0.249724999,24.80257576,10.07761574,631.4720459,6.650357072,100
478663.4757,3971448.786,10.7,0.02083032,106.9775391,0,17.94088173,992.0224609,643.0457764,0.640448749,10.79849243,0.133389652,0.000447228,0.000126221,0.235594228,21.78212121,6.519334316,378.614502,6.529754128,101
482721.8013,3969805.046,5.01,3.226136446,134.9022217,0,12.10801983,1103.097778,635.0754395,0.990142643,16.76747704,0.21357514,0.000129333,0.000429834,0.287835836,21.55857143,6.773695946,257.9313965,3.124007256,102
482031.1872,3967574.861,12.06,0.558599293,181.6016846,0,46.82808304,1059.398315,635.0754395,0.775868416,0.976276517,0.187651947,0.000322739,0.000334378,0.047134969,21.91549618,7.33853817,240.3052979,7.265822421,103
482031.1872,3967574.861,14.11,0.558599293,181.6016846,0,46.82808304,1059.398315,635.0754395,0.775868416,0.976276517,0.187651947,0.000322739,0.000334378,0.047134969,21.91549618,7.33853817,240.3052979,8.337048207,104
486233.5366,3975658.412,12.06,5.920640945,-4,0,-13.92152977,1034,654.4089355,0.647535384,66.32546234,0.145291641,-0.00024259,-0.00034314,0.153855026,22.60264,12.86170006,504.2149658,7.265822421,105
487551.6811,3976390.698,9.56,3.14195919,0,21.00378418,-9.706131935,1091.003784,638.5206299,0.799619198,4.026469707,0.158983693,-0.000222667,0.000220628,0.019980252,21.59859375,14.52805805,454.1549072,5.894371131,106
471057.8912,3930758.407,11.94,3.26594758,74.42166138,0,-2.580637932,402.5783386,621.857605,0.863380492,4.784824371,0.147724926,0.0000211,0.0000278,0.120349437,25.988,7.330843925,571.7961426,7.201751458,107
471057.8912,3930758.407,9.24,3.26594758,74.42166138,0,-2.580637932,402.5783386,621.857605,0.863380492,4.784824371,0.147724926,0.0000211,0.0000278,0.120349437,25.988,7.330843925,571.7961426,5.712645072,108
471094.9269,3930995.629,13.52,5.564355373,79.65975952,0,7.06421566,399.3402405,621.857605,0.732421696,1.187142134,0.124096088,0.000166397,0.000227463,0.053100765,26.17429752,7.321059704,572.0064697,8.033033214,109
476863.1393,3931632.084,12.39,1.190289974,6.023223877,0,-1.799034357,399.9767761,627.6646118,0.796303988,0.925542712,0.186055943,-0.0000644,-0.000188626,0.02691932,24.76189655,9.585538864,613.4554443,7.441194425,110
479822.1359,3945149.019,13.74,1.24904573,17.78988647,0,-1.097353101,451.2101135,636.0929565,0.807468891,1.146104097,0.111663252,-0.000026,-0.0000434,0.047398638,26.39842975,7.715780258,736.743042,8.146778986,111
478272.6674,3948243.712,14.87,2.355820894,5.759216309,0,-0.160555556,476.2407837,636.0929565,0.813685477,2.022797585,0.150771514,-0.000000204,0.00000837,0.028287299,27.06355372,11.32952881,767.8803711,8.723976243,112
491450.9535,3922465.416,12.39,5.733332157,43.26757813,0,11.5757513,606.7324219,614.781189,0.611673892,14.36119652,0.237120137,0.000127891,-0.0000279,0.179832593,26.22847458,8.375300407,240.996582,7.441194425,113
491450.9535,3922465.416,10.81,5.733332157,43.26757813,0,11.5757513,606.7324219,614.781189,0.611673892,14.36119652,0.237120137,0.000127891,-0.0000279,0.179832593,26.22847458,8.375300407,240.996582,6.590133078,114
491385.6809,3920648.865,11.94,4.24874115,28.53497314,0,10.71913242,650.4650269,614.781189,0.77530849,2.0630548,0.127182081,0.0000892,0.0000659,0.033528451,26.96827586,10.65644073,215.137207,7.201751458,115
491282.2325,3916942.555,9.87,5.81953764,12.24047852,0,-1.366510034,684.7595215,592.7666016,0.764214218,1.46720922,0.252463549,-0.0000326,-0.000045,0.022356953,27.07159292,11.52658939,213.7609863,6.068958665,116
493307.0779,3916645.815,9.01,5.176036358,44.22576904,0,-4.042292118,721.774231,592.7666016,0.732587993,2.901262045,0.141481861,-0.0000585,-0.0000415,0.055843577,25.88042735,9.341070175,174.2802734,5.581047348,117
489427.1529,3914774.165,12.45,5.6951828,34.62658691,0,2.866656303,662.3734131,605.9916382,0.680002391,5.229910851,0.158296764,0.0000987,-0.0000538,0.107747629,27.22945946,8.022694588,203.2978516,7.47295278,118
492239.7503,3911066.031,11.26,5.07115984,90.52435303,0,5.255975246,674.475647,608.0271606,0.708497763,2.87245965,0.125833601,0.0000961,0.000107941,0.08523304,28.9234,7.519941807,167.2602539,6.835544988,119
497184.0138,3914148.441,9.91,4.621728897,82.71893311,0,3.204684973,758.2810669,583.0897217,0.718900502,15.60171032,0.192187428,0.000118326,-0.000230564,0.110007688,24.78931034,10.66703892,193.2506104,6.09138446,120
486730.9329,3909629.622,11.77,1.768191934,37.12426758,0,-1.709550142,649.8757324,615.1143188,0.806703985,1.008166552,0.410016239,-0.0000252,-0.0000606,0.025489576,26.21542056,10.03123665,244.4489746,7.110705057,121
